Artwork ID,Title,Artist ID,Name,Date,Medium,Dimensions,Acquisition Date,Credit,Catalogue,Department,Classification,Object Number,Diameter (cm),Circumference (cm),Height (cm),Length (cm),Width (cm),Depth (cm),Weight (kg),Duration (s)
7731,Essen,869,Max Burchartz,c. 1929,Letterpress,"9 x 4 3/8"" (22.9 x 11.1 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,609.1999,,,22.9,,11.1,,,
7732,Get All The News and Get it Right,"22953, 2430, 3252","George Krikorian, Kenneth D. Haak, Paul Smith",c. 1951,Lithograph,"45 × 58"" (114.3 × 147.3 cm)",1951-11-21,Gift of the New York Times,Y,Architecture & Design,Design,610.1951,,,114.3002286005,,147.3202946406,,,
7733,PCH,6592,Piet Zwart,1929,Letterpress,"11 11/16 x 16 9/16"" (29.7 x 42.2 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,610.1977,,,29.7,,42.2,,,
7734,"Robert Jacobsen, Serge Poliakoff, Kunsthalle Basel",2697,Armin Hofmann,1959,Linocut,"50 3/8 x 35 9/16"" (127.9 x 90.9 cm)",1981-12-10,Gift of the artist,Y,Architecture & Design,Design,610.1981,,,127.9,,90.9,,,
7735,Europas grösste industriekonzerne Besitzen Europas höchste Schornsteine,869,Max Burchartz,"Before 1930, probably 1928",Letterpress,"11 11/16 x 8 5/16"" (29.7 x 21.1 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,610.1999,,,29.7,,21.1,,,
7736,Get All The News and Get it Right,"22953, 2430, 3252","George Krikorian, Kenneth D. Haak, Paul Smith",c. 1951,Lithograph,"44 5/8 x 58 3/4"" (113.3 x 149.2 cm)",1951-11-21,Gift of the New York Times,Y,Architecture & Design,Design,611.1951,,,113.3477266955,,149.2252984506,,,
7737,Nutter Uit Noten Bereid,6592,Piet Zwart,c. 1923,Letterpress,"8 1/4 x 11 1/4"" (21.0 x 28.5 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,611.1977,,,21,,28.5,,,
7738,"D, Deutsche Künstler der Gegenwart, Kunsthalle Basel, 11.6 bis 12.7",2697,Armin Hofmann,1960,Linocut,"50 3/8 x 35 5/8"" (128 x 90.4 cm)",1981-12-10,Gift of the artist,Y,Architecture & Design,Design,611.1981,,,128,,90.4,,,
7739,Wehag,869,Max Burchartz,1930,Letterpress and gravure,"11 5/8 x 8 1/4"" (29.5 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,611.1999,,,29.5,,21,,,
7740,Jack Levine Exhibition Jan. 17-Feb. 17,3513,Jack Levine,1949,Silkscreen,"22 x 34"" (55.9 x 86.4 cm)",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,612.1951,,,55.9,,86.4,,,
7741,NKF: N.V. Nederlandsche Kabelfabriek Delft,6592,Piet Zwart,1928,Letterpress,"11 3/4 x 16 1/2"" (29.8 x 42.0 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,612.1977,,,29.8,,42,,,
7742,"Kunsthalle Basel, Maurice Esteve, Malerie, Berto Lardera, Skulptur, 10. Juni bis 16. Juli",2697,Armin Hofmann,1961,Linocut,"50 3/8 x 35 5/8"" (128 x 90.3 cm)",1981-12-10,Gift of the artist,Y,Architecture & Design,Design,612.1981,,,128,,90.3,,,
7743,Handform-Standard-Beschläge (Standard door fittings),869,Max Burchartz,1931,Letterpress and gravure,"12 1/16 x 8 5/16"" (30.6 x 21.1 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,612.1999,,,30.6,,21.1,,,
7744,8 Automobiles,3562,Leo Lionni,1951,Offset lithograph,"26 x 10"" (66 x 25.4 cm)",1951-11-21,Commissioned by the Museum of Modern Art,Y,Architecture & Design,Design,613.1951,,,66,,25.4,,,
7745,NKF: Nederl. Kabelfabriek Delft,6592,Piet Zwart,c. 1924,Lithograph,"10 3/4 x 7 13/16"" (27.4 x 19.8 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,613.1977,,,27.4,,19.8,,,
7746,"Kunsterziehung in USA, Gewerbemuseum Basel, 1.Sept.-7.Okt. Eintritt frei",2697,Armin Hofmann,1961,Linocut,"50 5/16 x 35 9/16"" (127.8 x 90.3 cm)",1981-12-10,Gift of the artist,Y,Architecture & Design,Design,613.1981,,,127.8,,90.3,,,
7747,Wehag 1931,869,Max Burchartz,1931,Letterpress,"4 3/16 x 5 7/8"" (10.6 x 14.9 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,613.1999,,,10.6,,14.9,,,
7748,"Interfaith Day - Sunday, September 23",4809,Paul Rand,1951,Lithograph,"29 1/2 x 45"" (74.9 x 114.3cm)",1951-11-21,Gift of the artist,Y,Architecture & Design,Design,614.1951,,,74.9,,114.3,,,
7749,"Kabel is een vertrouwensartikel, Achter een N.K.F. kabel liggen 18 jaar ervaring, N.V. Nederlandsche Kabelfabriek Delft",6592,Piet Zwart,1930,Letterpress,"6 x 9 7/8"" (15.3 x 25.0 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,614.1977,,,15.3,,25,,,
7750,"Herman Miller Collection, Möbel unserer Zeit",2697,Armin Hofmann,1962,Lithograph,"50 3/8 x 35 3/8"" (127.9 x 89.9 cm)",1981-12-10,Gift of the artist,Y,Architecture & Design,Design,614.1981,,,127.9,,89.9,,,
7751,Wehag,869,Max Burchartz,1931,Letterpress,"4 1/8 x 5 3/4"" (10.5 x 14.6 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,614.1999,,,10.5,,14.6,,,
7752,"Paper: Insulated High Tension Cables, NKF. Nederlandsche Kabel-Fabriek Delft (Holland)",6592,Piet Zwart,c. 1925,Letterpress,"11 5/8 x 8 1/4"" (29.6 x 20.9 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,615.1977,,,29.6,,20.9,,,
7753,Rothko/Chillida,2697,Armin Hofmann,1962,Linocut,"50 3/8 x 35 9/16"" (128 x 90.3 cm)",1981-12-10,Gift of the designer,Y,Architecture & Design,Design,615.1981,,,128,,90.3,,,
7754,"Internationale Ausstellung Kunst der Werbung, Essen 1931 (International exhibition of advertising art, Essen)",869,Max Burchartz,1931,Gravure (cover) and letterpress,"4 1/8 x 5 7/8"" (10.5 x 14.9 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,615.1999,,,10.5,,14.9,,,
7755,"1 der waarborgen voor de kabelkwaliteit, hooge ionisatiespanning, N.V. Nederlandsche Kabelfabriek Delft",6592,Piet Zwart,c. 1925,Letterpress,"11 3/4 x 5 1/4"" (29.8 x 13.4 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,616.1977,,,29.8,,13.4,,,
7756,Stadt Theater Basel,2697,Armin Hofmann,1962,Offset lithograph,"50 5/16 x 35 3/8"" (127.8 x 89.8 cm)",1981-12-10,Gift of the artist,Y,Architecture & Design,Design,616.1981,,,127.8,,89.8,,,
7757,"Internationale Ausstellung Kunst der Werbung, Essen 1931",869,Max Burchartz,1931,Letterpress,"4 1/2 x 6 3/8"" (11.4 x 16.2 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,616.1999,,,11.4,,16.2,,,
7758,Papier à Cigarettes Job,3951,George Meunier,1899,Lithograph,"97 x 34"" (246.4 x 86.4 cm)",1954-12-16,Purchase,Y,Architecture & Design,Design,617.1954,,,246.4,,86.4,,,
7759,"N.V. Nederlandsche Kabelfabriek Delft, Koperdraad in Elk Profiel/Netherlands Cable Works Ltd Delft (Holland), Copper Wire - Any Shape",6592,Piet Zwart,c. 1928,Letterpress,"12 x 8 3/8"" (30.3 x 21.3 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,617.1977,,,30.3,,21.3,,,
7760,"JA, Vollendung Bürgerspital, Es kann auch Dich Treffen",2697,Armin Hofmann,1963,Offset lithograph,"50 5/16 x 35 9/16"" (127.8 x 90.3 cm)",1981-12-10,Gift of the artist,Y,Architecture & Design,Design,617.1981,,,127.8,,90.3,,,
7761,"Ausstellung der Kunst der Werbung, Essen 1931",869,Max Burchartz,1931,Offset lithograph,"11 5/8 x 8 1/4"" (29.5 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,617.1999,,,29.5,,21,,,
7762,"Expressionisme, van van Gogh tot Picasso",1713,Dick Elffers,1949,Lithograph,"41 7/8 x 29"" (106.2 x 73.5 cm)",1951-11-21,Gift of Dr. W.J.H.B. Sandberg,Y,Architecture & Design,Design,618.1951,,,106.2,,73.5,,,
7763,"""Hot Spots"" leiden onherroepelijk tot den doorslag, Behoedt uw kabel net voor ""Hot Spots"" Door N.K.F. kabel",6592,Piet Zwart,1926,Letterpress,"9 7/8 x 6 5/8"" (25.0 x 16.8 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,618.1977,,,25,,16.8,,,
7764,Wilhelm Tell,2697,Armin Hofmann,1963,Offset lithograph,"50 3/16 x 35 1/2"" (127.4 x 90.2 cm)",1981-12-10,Gift of the designer,Y,Architecture & Design,Design,618.1981,,,127.4,,90.2,,,
7765,"Internationale Ausstellung Kunst der Werbung, Essen 1931",869,Max Burchartz,1931,Letterpress,"11 13/16 x 8 1/4"" (30 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,618.1999,,,30,,21,,,
7766,"Onmiddellijk kan door ons koperkabel en koperdraad uit groote voorraad geleverd worden, N.V. Nederlandsche Kabelfabriek Delft",6592,Piet Zwart,1924,Letterpress,"12 13/16 x 4 7/8"" (32.5 x 12.4 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,619.1977,,,32.5,,12.4,,,
7767,Plakate aus der Sammlung des Gewerbe museums Basel,2697,Armin Hofmann,1964,Linocut,"50 3/8 x 35 5/8"" (127.9 x 90.6 cm)",1981-12-10,Gift of the artist,Y,Architecture & Design,Design,619.1981,,,127.9,,90.6,,,
7768,Columbusschloß (Columbus lock),869,Max Burchartz,c. 1930,Letterpress,"8 1/2 x 5 3/4"" (21.6 x 14.6 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,619.1999,,,21.6,,14.6,,,
7769,"Pomona's Voedseluitzending P.V.U., Pomona's Plantenboter P.V.U",6592,Piet Zwart,1923 or later,Letterpress,"8 1/4 x 11 5/8"" (21.0 x 29.5 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,620.1977,,,21,,29.5,,,
7770,"Basel, Switzerland: Treasuring the Past, Creating for the Future",2697,Armin Hofmann,1965,Offset lithograph,"39 3/8 x 27 5/8"" (100 x 70.2 cm)",1981-12-10,Gift of the designer,Y,Architecture & Design,Design,620.1981,,,100,,70.2,,,
7771,Weinhaus Sievers,869,Max Burchartz,1920-1950,Letterpress,"4 5/16 x 4 11/16"" (11 x 11.9 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,620.1999,,,11,,11.9,,,
7772,"Verlicht Holland met Hollandsche Kabels, NKF Delft",6592,Piet Zwart,1926,Letterpress,"10 x 27 1/2"" (25.3 x 19.1 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,621.1977,,,25.3,,19.1,,,
7773,Posters - Armin Hofmann,2697,Armin Hofmann,1981,Offset lithograph,"36 x 24"" (91.5 x 61 cm)",1981-12-10,Gift of the designer,Y,Architecture & Design,Design,621.1981,,,91.5,,61,,,
7774,Herner Anzeiger (Herner gazette),869,Max Burchartz,c. 1929,Letterpress,"8 x 5"" (20.3 x 12.7 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,621.1999,,,20.3,,12.7,,,
7775,25'0 hoogspanningskabels met papierisolatie-N.K.F. Delft,6592,Piet Zwart,1925,Letterpress,"10 x 71/2"" (25.3 x 19.1 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,622.1977,,,25.3,,19.1,,,
7776,"7 CIAM, Congrès International d'Architecture Moderne, Bergamo",2745,Max Huber,1949,Offset lithograph,"18 5/8 x 26 1/8"" (47.3 x 66.4 cm)",1981-12-10,Gift of the designer,Y,Architecture & Design,Design,622.1981,,,47.3,,66.4,,,
7777,"Werbe-Beratung, Werbeblatt 1","869, 950","Max Burchartz, Johannes Canis",1925,Letterpress,"11 5/8 x 8 1/4"" (29.5 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,622.1999,,,29.5,,21,,,
7778,"Hoog en laagspanningskabels, kopperkabel, koperdraad",6592,Piet Zwart,c. 1923,Letterpress,"6 5/16 x 3 1/8"" (16 x 7.9 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,623.1977,,,16.0338,,7.9375,,,
7779,Noh,2797,Takenobu Igarashi,1981,Offset lithograph,"40 1/2 x 28 3/4"" (103 x 72.8 cm)",1981-12-10,"Gift of the College of Fine Arts, UCLA",Y,Architecture & Design,Design,623.1981,,,103,,72.8,,,
7780,"Yorkshire Coast, LNER",4757,Tom Purvis,c. 1929,Lithograph,"9' 9"" x  6' 5 1/8"" ( 297 x  196 cm)",1990-10-24,"Gift of The Lauder Foundation, Leonard and Evelyn Lauder Fund",Y,Architecture & Design,Design,623.199,,,297,,196,,,
7781,"Fort mit dem Kronleuchter, Werbeblatt 2","869, 950","Max Burchartz, Johannes Canis",1925,Letterpress,"11 5/8 x 8 1/4"" (29.5 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,623.1999,,,29.5,,21,,,
7782,(Untitled),6592,Piet Zwart,1925,Letterpress,"9 1/2 x 6 3/4"" (24.0 x 17.0 cm .)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,624.1977,,,24,,17,,,
7783,Zen,2797,Takenobu Igarashi,1981,Offset lithograph,"28 9/16 x 40 7/16"" (72.5 x 102.7 cm)",1981-12-10,Gift of Leonard A. Lauder,Y,Architecture & Design,Design,624.1981,,,72.5,,102.7,,,
7784,"Soap Bubbles Floated, They Floated Into Outer Space",5173,Koichi Sato,1989,Lithograph,"40 1/2 x 28 3/4"" (102.9 x 73 cm)",1990-10-24,Gift of the designer,Y,Architecture & Design,Design,624.199,,,102.9,,73,,,
7785,"Werbe-bau wird kritisiert, Werbeblatt 3","869, 950","Max Burchartz, Johannes Canis",1925,Letterpress,"11 5/8 x 8 1/4"" (29.5 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,624.1999,,,29.5,,21,,,
7786,(Untitled),6592,Piet Zwart,1925,Letterpress,"9 1/8 x 6 3/4"" (23.1 x 17.2 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,625.1977,,,23.1,,17.2,,,
7787,Classical Performing Arts Friendship Mission Of Japan,2974,Yusaku Kamekura,1981,Offset lithograph,"40 1/2 x 28 3/4"" (103 x 72.8 cm)",1981-12-10,"Gift of the College of Fine Arts, UCLA",Y,Architecture & Design,Design,625.1981,,,103,,72.8,,,
7788,Morisawa & Co,5800,Ikko Tanaka,1986,Offset lithograph,"40 3/8 x 28 5/8"" ( 102.5 x  72.7 cm)",1990-10-24,Gift of the designer,Y,Architecture & Design,Design,625.199,,,102.5,,72.7,,,
7789,"C. L. Krüger, Dortmund, die guten Drucke",23390,Unknown Artist,c. 1924,Letterpress,"11 11/16 x 8 5/16"" (29.7 x 21.1 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,625.1999,,,29.7,,21.1,,,
7790,Geef de post 4cm vrij baan,6592,Piet Zwart,1936,Letterpress,"4 15/16 x 9 7/8"" (12.5 x25.0 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,626.1977,,,12.5,,25,,,
7791,Gagaku,2975,Takahisa Kamijyo,1981,Offset lithograph,"40 1/2 x 28 3/4"" (103 x 72.8 cm)",1981-12-10,"Gift of the College of Fine Arts, UCLA",Y,Architecture & Design,Design,626.1981,,,103,,72.8,,,
7792,Nie! (No!),6605,Tadeusz Trepkowski,1952,Lithograph,"39 3/8 x  27 5/8"" ( 100 x  70 cm)",1990-10-24,"Gift of The Lauder Foundation, Leonard and Evelyn Lauder Fund",Y,Architecture & Design,Design,626.199,,,100,,70,,,
7793,Farp-Patent-Index,23390,Unknown Artist,c. 1926,Letterpress,"11 11/16 x 8 5/16"" (29.7 x 21.1 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,626.1999,,,29.7,,21.1,,,
7794,Het Boek van PTT,6592,Piet Zwart,1938,Rotogravure,"9 7/8 x 7"" (25.1 x 17.6 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,627.1977,,,25.1,,17.6,,,
7795,Kleider von Bliss Haben Schmiss!,3041,Ernst Keller,1920,Lithograph,"50 11/16 x 35 5/8"" (128.7 x 90.4 cm)",1981-12-10,Gift of Leslie J. Schreyer,Y,Architecture & Design,Design,627.1981,,,128.7,,90.4,,,
7796,Sax Time,5940,Niklaus Troxler,1981,Offset lithograph,"50 1/4 x  35 5/8"" ( 127.5 x  90.7 cm)",1990-10-24,"Gift of The Lauder Foundation, Leonard and Evelyn Lauder Fund",Y,Architecture & Design,Design,627.199,,,127.5,,90.7,,,
7797,Wehag: Die neue Form unseres Warenzeichens,869,Max Burchartz,c. 1930-31,Letterpress,"15/16 x 3 3/16"" (2.3 x 8.1 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,627.1999,,,2.3,,8.1,,,
7798,"Filmreclame Piet Zwart, Serie Monagrafieën over filmkunst onder redactie van Mr C. J. Graadt van Roggen, No 12",6592,Piet Zwart,1930-31,Lithograph,"8 7/8 x 7 1/4"" (22.5 x 18.0 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,628.1977,,,22.5,,18,,,
7799,Jemoli Gut und Billig,3041,Ernst Keller,1924,Lithograph,"51 3/4 x 35 1/16"" (131.5 x 90.5 cm)",1981-12-10,Given anonymously,Y,Architecture & Design,Design,628.1981,,,131.5,,90.5,,,
7800,"Herbert Bayer, Das künstlerische Werk 1918-1938",6289,Wolfgang Weingart,1982,Offset lithograph,"50 1/4 x  35 1/2"" ( 127.5 x  90 cm)",1990-10-24,"Gift of The Lauder Foundation, Leonard and Evelyn Lauder Fund",Y,Architecture & Design,Design,628.199,,,127.5,,90,,,
7801,"Wehag, Wilhelm Engstfeld A.G",23390,Unknown Artist,c. 1930,Letterpress,"11 11/16 x 8 1/4"" (29.7 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,628.1999,,,29.7,,21,,,
7802,"De Komische Film door Constant van Wessem, Serie monografieën over filmkunst onder redactie van Mr C. J. Graadt van Roggen, No 9",6592,Piet Zwart,1931,Letterpress,"8 7/8 x 7 3/8"" (22.5 x 18.7 cm)",1977-11-28,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,629.1977,,,22.5,,18.7,,,
7803,"Verpfuschter Zahn, Verpfuschte Gesundheit, Zahntechniker-Initiative, Nein",3041,Ernst Keller,1946,Linocut,"50 3/8 x 35 3/4"" (108 x 90.8 cm)",1981-12-10,Anonymous gift,Y,Architecture & Design,Design,629.1981,,,108,,90.8,,,
7804,"Wehag, Wilhelm Engstfeld A.G",23390,Unknown Artist,c. 1930,Letterpress,"5 13/16 x 8 1/4"" (14.8 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,629.1999,,,14.8,,21,,,
7805,Der stillgelegte Mensch,3090,Günther Kieser,1981,Offset lithograph,"46 13/16 x 33 1/16"" (119 x 84 cm)",1981-12-10,Gift of Hessischer Rundfunk,Y,Architecture & Design,Design,630.1981,,,119,,84,,,
7806,Wehag Rechnung,23390,Unknown Artist,c. 1930,Letterpress,"11 11/16 x 8 1/4"" (29.7 x 21 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,630.1999,,,29.7,,21,,,
7807,Nagauta Shamisen,3321,K2 Design Studio,1981,Offset lithograph,"40 1/2 x 28 3/4"" (103 x 72.8 cm)",1981-12-10,"Gift of the College of Fine Arts, UCLA",Y,Architecture & Design,Design,631.1981,,,103,,72.8,,,
7808,Reforma appelmost,8231,Henny Cahn,c. 1936,Letterpress,"3 1/2 x 9 7/16"" (8.9 x 24 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,631.1999,,,8.9,,24,,,
7809,Telephonieren,3503,Herbert Leupin,1941,Lithograph,"50 x 35 7/16"" (127 x 90 cm)",1981-12-10,Gift of Leslie J. Schreyer,Y,Architecture & Design,Design,632.1981,,,127,,90,,,
7810,Reforma appelmost,8231,Henny Cahn,c. 1936,Letterpress,"4 3/16 x 5 7/8"" (10.6 x 14.9 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,632.1999,,,10.6,,14.9,,,
7811,Panteen das erste Vitamin-Haarwasser,3503,Herbert Leupin,1945,Offset lithograph,"50 3/16 x 35 7/16"" (127.5 x 90 cm)",1981-12-10,Gift of Leslie J. Schreyer,Y,Architecture & Design,Design,633.1981,,,127.5,,90,,,
7812,Reforma paddestoelenpastei,8231,Henny Cahn,c. 1936,Letterpress,"2 1/8 x 9 5/8"" (5.4 x 24.4 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,633.1999.x1,,,5.4,,24.4,,,
7813,Reforma paddestoelenpastei,8231,Henny Cahn,c. 1936,Letterpress,".x1: 2 1/8 x 9 5/8"" (5.4 x 24.4 cm)
.x2: 1 3/4 x 7 7/8"" (4.4 x 20 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,633.1999.x1-x2,,,5.4,,24.4,,,
7814,Reforma paddestoelenpastei,8231,Henny Cahn,c. 1936,Letterpress,"1 3/4 x 7 7/8"" (4.4 x 20 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,633.1999.x2,,,4.4,,20,,,
7815,"One of Them Had Polio, Skilled Teamwork Brought Recovery",3843,Herbert Matter,1949,Offset lithograph,"45 11/16 x 28 7/8"" (116 x 73.3 cm)",1981-12-10,Gift of the National Foundation for Infantile Paralysis,Y,Architecture & Design,Design,634.1981,,,116,,73.3,,,
7816,"Reforma zuiver vruchten en suiker, smaakt deze, smaakt die",8231,Henny Cahn,c. 1936,Letterpress,"3 3/16 x 9 7/16"" (8.1 x 24 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,634.1999,,,8.1,,24,,,
7817,"The Horse Shoe, English and American Bar",5942,Louis-Abel Truchet,1895,Lithograph,"50 1/8 x 31 3/16"" (127.2 x 79.2 cm)",1954-12-16,Anonymous gift,Y,Architecture & Design,Design,635.1954,,,127.2,,79.2,,,
7818,The Green Tree Library For Sale Here,3870,Henry McCarter,1895,Lithograph,"16 3/8 x 12 3/8"" (41.5 x 31.5 cm)",1981-12-10,Gift of Leslie J. Schreyer,Y,Architecture & Design,Design,635.1981,,,41.5,,31.5,,,
7819,Uitgesmeerd op Het Brood in Blokjes als Versnapering als Voedsel,8231,Henny Cahn,c. 1936,Letterpress,"4 1/16 x 4 3/16"" (10.3 x 10.6 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,635.1999,,,10.3,,10.6,,,
7820,"Théâtre de la Gaité, Rosa-Josépha",35895,Alfred Choubrac,1890s,Lithograph,"47 1/4 X 31 3/4"" (120 X 80.6 cm)",1954-12-16,Anonymous gift,Y,Architecture & Design,Design,636.1954,,,120,,80.6,,,
7821,29 Forumgrafiker - Lunds Konsthall,3919,John Melin,1980,Silkscreen,"39 3/8 x 27 9/16"" (100 x 70 cm)",1981-12-10,Gift of Lunds Konsthall,Y,Architecture & Design,Design,636.1981,,,100,,70,,,
7822,"Lüschen's vorlkoren sportbeschuiten bestaan uit bakkerij ""De Kolonie"" soest",8231,Henny Cahn,c. 1936,Offset photolithograph,"6 5/16 x 11 13/16"" (16 x 30 cm)",1999-12-10,"Jan Tschichold Collection, Gift of Philip Johnson",Y,Architecture & Design,Design,636.1999,,,16,,30,,,
7823,"Günther Wagners, Pelikan Farben, Kunstler= Wasserfarben",4155,Hans Müller-Dachau,1898,Lithograph,"22 1/4 x 30 3/4"" (57.7 x 78 cm)",1981-12-10,Gift of Leslie J. Schreyer,Y,Architecture & Design,Design,637.1981,,,57.7,,78,,,
